order_item_id,order_id,product_id,quantity,unit_price,discount_amount,total_line_amount,created_at,updated_at
603,203,56,5,390.73,28.25,1925.40,2023-09-01 19:23:33,2023-09-05 18:07:28
604,203,58,3,242.02,56.00,670.06,2023-07-16 07:06:06,2023-07-17 21:43:47
605,203,40,5,129.47,40.49,606.86,2023-11-13 03:15:40,2023-11-19 10:52:55
606,203,7,3,263.78,165.02,626.32,2025-10-01 12:48:39,2025-10-02 12:57:13
607,203,97,2,22.06,2.27,41.85,2024-11-01 16:46:35,2024-11-03 11:21:35
608,204,83,5,7.11,4.05,31.50,2023-08-18 23:39:04,2023-08-25 14:57:17
609,205,3,2,158.10,25.47,290.73,2025-08-19 15:14:27,2025-08-24 16:44:01
610,206,59,1,156.86,28.71,128.15,2024-06-28 20:12:03,2024-07-04 23:44:13
611,206,28,4,223.38,266.31,627.21,2024-12-06 13:09:42,2024-12-12 19:21:15
612,206,111,4,400.37,237.69,1363.79,2023-11-16 04:39:25,2023-11-20 20:46:16
613,207,71,5,156.28,13.90,767.50,2024-05-16 05:15:00,2024-05-17 22:06:06
614,208,48,3,46.49,36.53,102.94,2023-06-29 00:48:47,2023-07-01 20:39:41
615,208,17,1,126.70,37.85,88.85,2024-06-18 12:43:12,2024-06-22 19:37:52
616,209,73,2,392.77,92.13,693.41,2024-02-29 00:12:43,2024-03-06 13:31:18
617,210,81,5,169.55,38.67,809.08,2025-05-31 16:01:43,2025-06-01 02:06:50
618,210,51,4,73.05,37.89,254.31,2023-07-06 06:20:10,2023-07-11 11:30:04
619,210,88,5,377.49,389.33,1498.12,2025-06-28 03:39:42,2025-07-05 00:40:55
620,210,111,3,477.01,404.05,1026.98,2023-10-23 05:06:15,2023-10-27 02:02:54
621,211,25,5,484.22,265.88,2155.22,2025-10-31 17:50:04,2025-11-03 11:56:17
622,211,73,4,140.04,156.16,404.00,2023-01-04 23:46:20,2023-01-08 12:38:22
623,211,81,3,254.57,44.79,718.92,2023-04-03 20:48:36,2023-04-07 10:38:39
624,212,8,1,377.49,54.84,322.65,2023-10-22 21:01:37,2023-10-29 17:25:11
625,212,110,5,409.79,523.67,1525.28,2024-04-30 00:34:12,2024-05-01 09:27:08
626,212,40,1,326.06,74.13,251.93,2024-03-24 10:55:44,2024-03-28 16:45:59
627,213,94,4,36.88,24.66,122.86,2023-09-07 01:20:56,2023-09-07 07:02:07
628,213,27,1,238.00,7.01,230.99,2024-07-20 22:36:37,2024-07-23 08:12:00
629,213,2,2,69.70,33.41,105.99,2024-08-21 22:43:26,2024-08-25 06:44:24
630,214,93,1,425.86,11.07,414.79,2025-04-28 21:06:01,2025-05-02 23:42:25
631,214,42,3,192.67,11.48,566.53,2023-07-17 03:30:18,2023-07-18 23:40:03
632,214,26,2,261.63,27.23,496.03,2024-01-02 03:04:39,2024-01-03 16:06:20
633,214,44,5,342.78,166.37,1547.53,2025-03-15 09:54:00,2025-03-18 18:24:29
634,215,56,2,9.70,2.30,17.10,2023-04-20 05:48:22,2023-04-25 21:29:29
635,216,94,5,227.30,152.63,983.87,2024-09-15 08:48:54,2024-09-18 00:59:18
636,216,97,5,419.63,362.13,1736.02,2025-01-19 18:08:34,2025-01-26 15:53:12
637,216,8,3,57.19,29.04,142.53,2025-01-05 23:27:35,2025-01-10 21:08:27
638,217,33,1,309.87,72.74,237.13,2023-10-09 04:22:08,2023-10-13 15:32:48
639,217,111,1,351.02,89.52,261.50,2025-05-25 11:10:37,2025-05-27 07:28:35
640,218,31,1,39.30,4.49,34.81,2025-01-13 11:06:44,2025-01-18 17:25:01
641,218,99,5,433.54,176.19,1991.51,2023-12-17 02:15:43,2023-12-23 06:23:32
642,218,26,2,327.93,88.54,567.32,2023-01-04 22:21:59,2023-01-10 01:59:34
643,218,1,2,139.45,17.04,261.86,2025-01-06 04:08:38,2025-01-12 14:07:14
644,218,61,5,261.91,379.00,930.55,2025-10-04 01:47:14,2025-10-06 17:18:19
645,219,32,2,375.46,144.84,606.08,2025-01-18 00:00:18,2025-01-23 18:27:51
646,219,18,1,140.21,21.03,119.18,2025-02-21 21:40:46,2025-02-23 13:18:42
647,219,91,4,110.02,125.26,314.82,2023-02-02 13:11:31,2023-02-09 04:58:38
648,219,114,4,31.62,5.46,121.02,2023-03-22 14:06:43,2023-03-26 06:04:17
649,219,34,5,189.25,39.30,906.95,2024-09-04 22:54:53,2024-09-05 06:11:56
650,220,58,5,163.37,98.95,717.90,2023-11-29 23:12:44,2023-12-04 22:29:09
651,220,47,4,60.13,23.13,217.39,2025-03-15 10:57:33,2025-03-17 17:05:33
652,221,88,3,444.24,174.10,1158.62,2025-02-23 10:07:00,2025-02-23 15:02:55
653,221,104,2,374.84,49.73,699.95,2024-12-08 08:30:23,2024-12-08 21:42:56
654,221,98,3,313.47,29.75,910.66,2023-06-14 18:57:33,2023-06-17 07:23:40
655,222,49,1,114.39,3.40,110.99,2023-03-17 08:37:34,2023-03-22 09:00:15
656,222,77,1,252.94,50.89,202.05,2023-08-08 07:38:27,2023-08-13 08:56:34
657,222,34,1,249.64,17.22,232.42,2023-01-15 05:13:56,2023-01-20 23:08:33
658,222,80,1,119.26,16.77,102.49,2025-04-19 06:02:04,2025-04-22 23:35:00
659,222,36,3,497.48,48.26,1444.18,2023-08-02 03:04:10,2023-08-07 11:01:27
660,223,78,3,391.48,321.82,852.62,2023-10-31 21:05:44,2023-11-05 07:53:03
661,224,111,2,232.42,39.70,425.14,2023-12-06 08:32:37,2023-12-08 03:39:51
662,224,10,3,485.05,64.59,1390.56,2023-03-10 10:55:04,2023-03-11 10:52:56
663,224,32,2,164.75,30.35,299.15,2023-06-01 06:31:20,2023-06-03 07:47:29
664,225,79,3,123.50,22.53,347.97,2025-09-25 20:02:21,2025-09-29 02:02:01
665,225,49,4,296.52,18.12,1167.96,2024-08-09 18:07:20,2024-08-11 02:56:33
666,226,26,4,360.18,19.04,1421.68,2024-06-18 16:27:36,2024-06-19 19:19:20
667,226,13,1,87.81,9.86,77.95,2023-07-29 09:00:06,2023-08-01 11:08:03
668,227,75,5,195.21,106.64,869.41,2024-06-16 21:15:59,2024-06-23 07:25:29
669,227,98,3,352.26,120.29,936.49,2024-08-04 22:17:20,2024-08-07 03:09:45
670,228,103,4,237.83,205.83,745.49,2023-12-22 14:03:43,2023-12-26 12:54:47
671,228,40,1,243.86,23.18,220.68,2024-12-30 00:09:27,2025-01-02 20:56:11
672,228,63,4,48.97,28.32,167.56,2023-09-24 00:22:10,2023-09-27 03:33:29
673,229,34,3,488.35,61.72,1403.33,2025-05-30 14:44:01,2025-05-31 19:32:59
674,229,25,3,131.78,107.30,288.04,2024-02-18 01:24:56,2024-02-20 11:01:54
675,229,97,1,389.22,96.78,292.44,2025-06-09 14:33:42,2025-06-15 06:50:51
676,229,44,1,478.36,135.45,342.91,2025-08-31 20:35:22,2025-08-31 23:59:35
677,230,33,4,332.04,100.18,1227.98,2024-12-03 21:45:57,2024-12-05 19:36:35
678,230,19,5,382.71,40.38,1873.17,2024-07-07 08:49:33,2024-07-10 12:56:10
679,231,36,1,445.19,70.73,374.46,2024-11-17 15:06:03,2024-11-20 21:17:47
680,231,9,1,459.75,25.06,434.69,2023-01-26 00:07:26,2023-02-01 06:33:41
681,231,75,3,343.87,160.98,870.63,2023-04-13 12:26:08,2023-04-18 03:42:54
682,231,34,4,28.62,33.95,80.53,2024-09-15 04:09:28,2024-09-21 21:09:45
683,232,89,4,193.72,100.19,674.69,2024-12-01 05:18:53,2024-12-01 17:56:21
684,232,64,4,421.56,429.39,1256.85,2025-08-22 18:12:43,2025-08-23 02:33:05
685,233,116,5,207.25,229.68,806.57,2025-03-03 11:25:15,2025-03-06 15:01:06
686,233,84,2,478.56,164.41,792.71,2024-08-25 20:05:39,2024-08-28 09:15:00
687,233,115,2,334.46,102.97,565.95,2023-02-26 11:39:11,2023-02-28 19:40:31
688,234,17,2,54.84,21.85,87.83,2025-05-29 02:50:40,2025-06-01 21:42:02
689,234,19,4,493.06,533.56,1438.68,2024-05-09 20:50:01,2024-05-16 19:50:56
690,235,43,1,64.46,13.13,51.33,2024-11-04 23:58:12,2024-11-06 21:13:16
691,236,90,4,178.82,110.49,604.79,2023-11-07 03:34:42,2023-11-11 03:23:09
692,236,48,3,93.50,39.23,241.27,2025-04-25 05:02:17,2025-04-25 10:13:18
693,236,66,5,269.17,383.09,962.76,2024-10-16 10:14:28,2024-10-21 18:22:17
694,236,5,1,497.08,45.27,451.81,2023-10-02 11:13:35,2023-10-03 11:01:20
695,237,61,2,441.96,203.92,680.00,2024-09-21 02:22:02,2024-09-22 08:36:00
696,237,99,3,222.91,40.35,628.38,2025-05-27 05:00:02,2025-05-30 09:51:54
697,237,62,5,242.49,124.45,1088.00,2025-10-20 20:13:54,2025-10-24 05:28:23
698,238,103,4,443.32,158.71,1614.57,2023-09-19 06:04:28,2023-09-21 07:24:07
699,239,98,5,104.32,27.69,493.91,2023-02-03 19:57:00,2023-02-05 23:11:09
700,240,117,3,96.00,38.57,249.43,2023-11-30 07:21:37,2023-12-07 02:08:52
701,240,57,1,239.23,53.02,186.21,2025-04-02 14:44:45,2025-04-07 02:40:08
702,241,108,1,7.29,0.07,7.22,2023-05-21 17:05:54,2023-05-24 17:15:19
703,242,65,4,333.75,75.06,1259.94,2023-01-19 22:20:33,2023-01-21 21:11:57
704,242,91,1,27.14,4.31,22.83,2024-06-23 01:13:37,2024-06-29 13:18:38
705,242,54,2,30.20,4.46,55.94,2024-07-10 11:17:16,2024-07-13 16:01:26
706,242,101,2,180.69,20.14,341.24,2024-05-24 12:07:34,2024-05-30 07:45:19
707,243,106,2,167.59,77.80,257.38,2025-11-03 03:05:31,2025-11-04 09:58:24
708,244,61,3,447.09,393.29,947.98,2023-12-17 07:12:23,2023-12-23 00:27:04
709,244,109,3,399.62,201.16,997.70,2024-08-02 02:45:42,2024-08-08 01:36:27
710,244,112,4,239.67,123.94,834.74,2023-06-28 05:09:53,2023-07-05 02:16:56
711,244,85,3,31.47,19.74,74.67,2025-11-22 11:14:25,2025-11-25 23:54:53
712,245,1,2,75.72,11.46,139.98,2023-01-01 23:56:42,2023-01-05 11:06:29
713,245,48,4,120.37,80.70,400.78,2023-07-31 18:39:54,2023-08-01 20:46:07
714,246,48,1,497.74,117.69,380.05,2023-06-05 03:37:16,2023-06-11 16:29:28
715,246,91,1,444.14,31.85,412.29,2023-02-15 17:23:04,2023-02-19 05:17:35
716,246,80,2,486.64,279.79,693.49,2024-02-20 08:21:54,2024-02-25 12:29:55
717,246,75,2,370.43,32.89,707.97,2025-06-18 20:46:10,2025-06-20 03:52:50
718,247,116,2,498.32,223.16,773.48,2024-07-23 15:31:14,2024-07-25 23:45:58
719,247,11,5,58.05,27.49,262.76,2024-04-16 08:04:50,2024-04-17 00:57:25
720,247,28,4,97.98,28.58,363.34,2023-04-18 13:38:20,2023-04-19 01:58:45
721,248,25,3,408.84,312.69,913.83,2023-08-19 19:22:49,2023-08-23 04:38:38
722,248,65,5,186.96,249.06,685.74,2025-03-26 12:52:22,2025-03-28 12:01:45
723,248,83,4,9.27,4.19,32.89,2025-07-27 15:55:31,2025-08-01 15:49:49
724,248,56,5,302.16,9.98,1500.82,2025-11-14 17:02:13,2025-11-21 03:52:25
725,249,50,1,119.24,17.45,101.79,2023-01-26 05:46:15,2023-01-30 14:35:02
726,249,85,1,200.47,18.14,182.33,2024-02-17 11:40:49,2024-02-19 06:23:48
727,249,7,4,13.48,6.56,47.36,2024-11-18 07:56:59,2024-11-20 14:20:17
728,249,103,2,79.02,31.35,126.69,2024-03-26 22:20:18,2024-04-02 19:25:59
729,249,108,1,378.15,54.79,323.36,2023-06-08 22:02:48,2023-06-09 18:10:00
730,250,39,1,62.35,2.07,60.28,2025-02-03 12:18:46,2025-02-08 04:32:15
731,250,18,1,439.84,24.66,415.18,2023-06-15 07:22:14,2023-06-19 21:35:38
732,250,63,3,204.77,156.30,458.01,2025-09-13 13:10:30,2025-09-17 12:13:45
733,250,67,2,32.19,8.88,55.50,2024-12-23 02:01:56,2024-12-28 06:53:12
734,250,60,2,11.99,4.51,19.47,2023-02-26 14:25:53,2023-03-01 06:16:08
735,251,85,4,394.19,413.44,1163.32,2024-01-11 21:14:37,2024-01-14 20:03:57
736,251,114,5,433.48,70.15,2097.25,2025-11-14 19:32:29,2025-11-14 23:33:26
737,251,62,4,163.73,120.78,534.14,2024-06-28 09:18:50,2024-06-30 06:51:33
738,252,72,1,213.04,1.51,211.53,2025-03-20 01:27:09,2025-03-20 23:20:44
739,252,46,2,160.56,41.63,279.49,2025-05-11 19:37:20,2025-05-12 22:50:23
740,253,13,2,496.15,223.32,768.98,2024-12-13 07:08:09,2024-12-17 04:35:15
741,254,112,4,436.32,16.94,1728.34,2025-05-03 04:11:43,2025-05-04 02:37:03
742,255,5,2,274.33,59.03,489.63,2024-12-20 00:11:43,2024-12-24 02:54:19
743,255,112,3,454.68,378.13,985.91,2023-05-20 10:26:04,2023-05-21 01:19:29
744,255,88,4,370.75,402.87,1080.13,2023-10-11 09:24:21,2023-10-14 04:27:26
745,256,35,2,85.06,27.74,142.38,2023-10-25 05:58:07,2023-10-31 16:34:51
746,256,8,3,181.67,77.01,468.00,2025-08-26 17:11:43,2025-09-01 20:49:49
747,257,17,1,420.01,117.67,302.34,2025-02-11 19:34:47,2025-02-17 01:00:06
748,257,60,1,17.93,3.04,14.89,2023-02-22 16:47:36,2023-02-24 15:09:20
749,257,92,2,130.84,29.60,232.08,2024-11-14 23:01:32,2024-11-21 12:38:11
750,257,50,5,72.36,74.83,286.97,2025-04-05 02:35:27,2025-04-08 11:37:14
751,258,53,1,469.67,20.46,449.21,2023-02-24 20:48:53,2023-03-02 08:41:51
752,258,98,3,201.39,27.23,576.94,2025-09-04 02:55:35,2025-09-05 02:26:40
753,258,47,1,246.55,16.73,229.82,2025-11-19 03:26:07,2025-11-22 05:31:54
754,259,3,5,194.23,243.54,727.61,2023-03-25 21:00:53,2023-03-26 08:05:54
755,259,69,5,367.90,468.11,1371.39,2025-10-13 10:20:06,2025-10-20 04:47:51
756,259,89,4,263.33,307.84,745.48,2025-09-15 19:01:07,2025-09-21 05:23:40
757,259,4,4,262.91,98.47,953.17,2023-08-03 03:03:16,2023-08-03 07:02:43
758,260,50,3,242.08,75.77,650.47,2023-10-27 14:35:24,2023-10-30 22:53:16
759,260,11,1,92.77,19.67,73.10,2025-05-19 07:11:28,2025-05-24 18:27:07
760,260,85,2,313.01,124.90,501.12,2024-03-27 15:42:04,2024-04-01 16:09:50
761,261,9,2,472.95,61.00,884.90,2023-12-16 01:13:45,2023-12-16 06:40:26
762,262,74,5,390.37,151.38,1800.47,2023-04-07 20:38:11,2023-04-09 00:33:09
763,262,78,2,377.54,177.26,577.82,2024-09-19 21:29:15,2024-09-22 07:38:37
764,262,7,2,187.76,41.03,334.49,2024-07-02 05:46:54,2024-07-03 01:27:01
765,262,20,2,491.70,160.37,823.03,2025-06-20 09:50:16,2025-06-21 15:22:31
766,262,93,4,42.26,16.37,152.67,2024-03-27 09:09:59,2024-03-31 20:54:22
767,263,88,1,209.46,1.30,208.16,2025-09-30 16:51:16,2025-10-05 18:26:10
768,264,80,2,347.58,30.01,665.15,2024-02-26 08:53:41,2024-02-29 23:57:52
769,264,120,4,469.19,225.85,1650.91,2023-11-10 18:34:56,2023-11-14 02:15:08
770,265,89,3,173.65,24.39,496.56,2025-08-14 20:11:41,2025-08-19 16:35:55
771,266,120,2,327.66,62.06,593.26,2023-04-01 06:57:19,2023-04-04 18:31:36
772,266,109,2,282.48,132.79,432.17,2023-06-17 20:55:10,2023-06-22 19:45:29
773,266,53,5,482.56,448.85,1963.95,2023-08-18 14:22:36,2023-08-21 17:55:46
774,266,52,3,90.53,48.96,222.63,2025-06-24 02:02:49,2025-06-29 05:40:42
775,267,23,5,225.23,43.63,1082.52,2024-11-08 08:00:15,2024-11-08 16:52:26
776,267,3,2,33.74,18.92,48.56,2024-05-25 18:26:24,2024-05-28 20:53:33
777,267,9,1,169.43,13.21,156.22,2023-05-12 23:29:47,2023-05-13 02:41:33
778,268,56,2,130.33,51.95,208.71,2024-12-21 22:08:53,2024-12-23 15:22:34
779,268,44,3,290.25,221.05,649.70,2024-04-11 05:34:43,2024-04-17 00:50:31
780,268,85,5,457.77,677.03,1611.82,2024-08-14 19:29:14,2024-08-20 03:04:32
781,268,9,2,298.73,3.05,594.41,2023-11-26 03:15:30,2023-11-30 14:33:54
782,268,49,5,203.84,155.06,864.14,2024-04-19 04:54:25,2024-04-25 15:20:22
783,269,86,3,77.59,69.80,162.97,2023-07-24 00:50:19,2023-07-24 16:20:20
784,269,31,1,186.87,31.85,155.02,2024-06-19 23:22:42,2024-06-23 03:43:44
785,270,109,1,236.25,65.56,170.69,2023-08-11 03:30:41,2023-08-14 04:26:09
786,271,1,5,496.46,325.54,2156.76,2024-07-27 15:03:33,2024-07-27 15:15:27
787,271,20,4,126.57,5.89,500.39,2023-11-06 12:48:13,2023-11-11 12:59:35
788,271,100,4,144.64,112.55,466.01,2024-07-28 07:03:19,2024-08-01 20:20:01
789,272,2,3,63.28,21.79,168.05,2025-05-31 02:58:54,2025-06-03 13:39:21
790,272,29,2,328.99,29.79,628.19,2024-07-09 06:34:54,2024-07-12 06:10:12
791,272,106,2,483.91,223.54,744.28,2024-05-15 09:37:39,2024-05-22 01:49:57
792,272,89,4,106.43,103.46,322.26,2025-05-05 17:12:16,2025-05-12 01:34:19
793,273,98,3,410.89,196.43,1036.24,2024-09-18 14:27:56,2024-09-25 03:30:57
794,273,79,3,55.84,13.26,154.26,2023-11-02 21:55:12,2023-11-04 07:09:16
795,273,28,2,302.47,20.30,584.64,2023-04-20 13:50:30,2023-04-24 21:07:44
796,273,1,2,495.63,270.43,720.83,2025-08-22 22:00:12,2025-08-28 16:03:45
797,274,41,5,487.55,443.13,1994.62,2023-02-15 07:54:29,2023-02-19 21:23:25
798,274,62,2,6.12,2.34,9.90,2025-07-03 11:43:19,2025-07-10 02:14:47
799,274,38,3,34.82,23.74,80.72,2024-07-16 15:08:47,2024-07-22 18:03:16
800,275,89,2,41.23,11.90,70.56,2023-11-12 03:26:42,2023-11-12 22:26:10
801,275,77,4,149.03,115.58,480.54,2025-07-03 00:45:26,2025-07-09 02:23:56
802,275,12,1,482.28,37.30,444.98,2025-07-08 03:43:20,2025-07-09 00:10:49
803,276,51,3,455.71,362.97,1004.16,2023-03-08 17:00:45,2023-03-11 08:47:51
804,277,1,2,145.69,58.21,233.17,2025-10-22 21:52:19,2025-10-28 13:41:06
805,277,90,2,32.29,10.13,54.45,2025-04-16 16:37:37,2025-04-22 04:32:03
806,278,118,4,415.05,486.86,1173.34,2025-01-13 07:49:04,2025-01-16 16:28:24
807,278,31,2,25.11,4.30,45.92,2025-01-22 04:08:26,2025-01-26 02:43:40
808,278,110,3,31.70,0.32,94.78,2023-06-07 13:50:57,2023-06-09 08:22:45
809,278,3,4,395.01,228.25,1351.79,2023-04-20 00:54:21,2023-04-24 09:49:10
810,279,106,5,262.91,246.49,1068.06,2025-09-20 22:04:47,2025-09-27 14:35:46
811,279,120,2,407.14,241.42,572.86,2025-09-12 01:50:11,2025-09-14 23:04:09
812,280,32,2,13.67,6.12,21.22,2023-12-16 19:16:49,2023-12-17 01:03:13
813,280,19,3,459.76,387.92,991.36,2025-02-23 19:55:09,2025-02-26 06:54:24
814,280,81,1,406.50,85.06,321.44,2023-07-15 13:44:27,2023-07-16 11:41:41
815,281,55,4,234.70,195.67,743.13,2024-12-31 03:25:35,2025-01-04 18:49:59
816,281,33,3,481.68,181.61,1263.43,2024-04-03 06:54:52,2024-04-04 09:00:17
817,281,110,2,88.95,33.70,144.20,2023-06-08 16:05:52,2023-06-13 14:06:59
818,282,37,3,362.66,281.20,806.78,2024-11-26 17:14:53,2024-12-02 16:44:36
819,282,2,5,52.83,68.00,196.15,2024-05-06 09:00:12,2024-05-06 23:37:45
820,282,96,4,441.77,421.20,1345.88,2023-09-01 20:53:47,2023-09-07 00:34:08
821,283,40,5,293.89,305.14,1164.31,2025-06-02 13:28:38,2025-06-03 06:12:50
822,283,32,5,305.11,402.90,1122.65,2023-05-10 11:36:32,2023-05-13 05:44:13
823,284,55,2,380.32,199.07,561.57,2024-01-03 19:12:20,2024-01-09 05:45:00
824,284,84,5,47.31,29.70,206.85,2024-08-14 13:54:10,2024-08-17 00:48:49
825,284,82,3,364.59,300.00,793.77,2024-04-25 20:59:32,2024-04-26 04:02:34
826,284,97,1,102.44,15.69,86.75,2023-12-25 09:02:14,2023-12-30 10:27:15
827,285,18,2,427.10,121.62,732.58,2024-02-23 19:59:29,2024-02-29 02:57:44
828,286,41,1,202.20,25.69,176.51,2024-06-30 15:13:23,2024-07-05 05:41:09
829,286,24,3,105.36,0.26,315.82,2023-03-12 14:08:17,2023-03-18 03:35:17
830,286,93,1,291.05,68.09,222.96,2025-05-01 06:20:04,2025-05-07 01:23:19
831,287,105,3,362.71,21.60,1066.53,2025-04-25 03:52:58,2025-05-01 00:25:52
832,287,56,5,488.72,389.31,2054.29,2025-09-22 19:06:44,2025-09-24 17:00:53
833,288,29,1,128.50,14.36,114.14,2023-08-24 22:22:42,2023-08-30 11:53:50
834,288,24,2,140.21,73.92,206.50,2023-11-24 16:16:03,2023-11-28 14:46:19
835,288,91,1,400.29,33.72,366.57,2025-10-13 22:16:23,2025-10-18 20:56:53
836,288,16,5,47.00,49.72,185.28,2025-10-23 15:18:37,2025-10-25 11:43:58
837,289,21,5,475.00,281.46,2093.54,2024-02-10 13:39:35,2024-02-11 02:16:10
838,289,108,5,378.64,320.54,1572.66,2024-05-10 20:23:20,2024-05-14 09:27:44
839,289,25,4,260.16,25.25,1015.39,2025-03-02 02:58:00,2025-03-06 09:05:21
840,289,4,3,200.25,180.21,420.54,2025-04-25 22:10:07,2025-04-28 09:22:41
841,290,15,4,378.80,364.08,1151.12,2023-01-14 19:46:48,2023-01-20 21:44:59
842,290,52,4,339.34,66.02,1291.34,2025-05-17 04:27:04,2025-05-18 17:41:36
843,290,17,1,410.81,19.36,391.45,2025-08-16 18:52:07,2025-08-20 11:16:27
844,291,3,5,469.29,207.99,2138.46,2023-06-07 15:19:37,2023-06-11 14:16:55
845,292,43,1,224.97,12.03,212.94,2025-09-03 08:15:55,2025-09-08 12:49:26
846,293,106,4,109.48,50.89,387.03,2025-03-15 06:13:10,2025-03-16 12:09:16
847,293,81,3,355.54,92.47,974.15,2023-08-17 07:52:18,2023-08-21 15:03:48
848,293,98,1,336.46,12.30,324.16,2024-01-15 17:48:23,2024-01-17 03:31:22
849,294,45,3,259.50,40.03,738.47,2025-01-03 06:23:40,2025-01-05 09:46:09
850,295,87,5,289.43,41.04,1406.11,2023-09-18 03:57:01,2023-09-18 23:28:04
851,295,85,2,396.95,27.00,766.90,2025-11-06 00:05:48,2025-11-11 11:04:20
852,295,13,3,323.33,47.00,922.99,2024-09-12 01:54:41,2024-09-12 12:04:13
853,295,118,5,128.11,102.88,537.67,2023-05-22 19:14:07,2023-05-25 05:31:42
854,295,83,4,270.55,224.86,857.34,2025-05-20 17:22:39,2025-05-27 04:42:39
855,296,52,4,249.67,26.70,971.98,2023-06-30 10:24:08,2023-07-01 23:40:41
856,296,21,1,200.64,50.22,150.42,2025-07-17 20:04:44,2025-07-20 00:05:56
857,296,81,2,100.18,12.82,187.54,2024-01-18 05:00:52,2024-01-19 12:47:56
858,297,45,2,152.18,75.43,228.93,2023-02-21 18:55:12,2023-02-28 16:54:45
859,297,37,3,456.02,300.89,1067.17,2025-03-29 16:55:05,2025-04-02 19:58:31
860,298,12,5,187.75,217.45,721.30,2023-05-04 21:38:56,2023-05-08 01:58:58
861,298,80,1,237.74,47.89,189.85,2023-06-19 14:59:04,2023-06-23 08:26:40
862,298,92,2,417.73,165.94,669.52,2025-04-25 10:11:17,2025-04-27 00:47:26
863,298,77,1,20.52,1.64,18.88,2023-07-26 10:46:44,2023-07-29 08:02:28
864,298,83,2,257.41,47.30,467.52,2025-05-25 12:59:25,2025-05-27 06:21:38
865,299,9,5,377.89,316.17,1573.28,2024-07-23 14:04:07,2024-07-25 12:43:51
866,300,8,5,82.95,4.24,410.51,2025-07-23 14:07:46,2025-07-30 09:11:44
867,300,39,5,12.81,12.12,51.93,2024-04-27 15:02:35,2024-05-02 20:44:55
868,300,76,4,274.89,212.57,886.99,2023-05-18 19:07:36,2023-05-19 14:14:18
869,300,50,1,28.09,6.24,21.85,2023-05-12 04:22:57,2023-05-18 05:02:08
870,300,25,4,491.14,335.08,1629.48,2025-06-06 11:54:22,2025-06-09 04:01:12
871,301,115,3,294.01,109.50,772.53,2023-01-18 11:26:48,2023-01-24 03:31:54
872,301,119,1,62.12,11.83,50.29,2024-06-30 02:03:01,2024-07-06 11:57:50
873,301,77,4,187.59,51.14,699.22,2024-02-13 23:11:24,2024-02-14 08:46:08
874,301,54,1,92.38,17.64,74.74,2025-02-28 06:27:38,2025-03-03 18:11:38
875,301,46,3,25.23,12.47,63.22,2023-04-11 18:53:24,2023-04-17 09:52:49
876,302,45,1,407.96,51.82,356.14,2024-01-13 09:48:17,2024-01-15 21:03:29
877,302,63,5,82.55,28.29,384.46,2024-07-30 04:17:27,2024-08-01 07:50:17
878,302,14,5,170.34,98.14,753.56,2024-10-18 04:27:32,2024-10-23 01:21:42
879,302,81,5,440.05,326.20,1874.05,2023-02-17 16:49:59,2023-02-21 14:35:59
880,303,86,2,377.52,15.08,739.96,2025-04-04 11:06:52,2025-04-07 18:31:55
881,303,63,2,317.77,65.29,570.25,2025-07-25 03:50:46,2025-07-27 09:22:03
882,303,65,1,181.52,29.45,152.07,2023-07-31 00:36:33,2023-08-06 01:47:00
883,304,47,4,188.56,9.14,745.10,2024-09-02 06:21:05,2024-09-06 19:03:47
884,305,88,5,358.37,85.00,1706.85,2023-07-18 04:42:47,2023-07-21 09:48:50
885,305,54,2,304.97,97.03,512.91,2024-09-02 07:06:10,2024-09-03 07:31:35
886,306,3,2,114.99,10.57,219.41,2024-03-08 01:42:46,2024-03-13 03:44:21
887,306,47,2,270.09,37.98,502.20,2023-06-05 00:17:24,2023-06-10 04:05:39
888,306,8,4,320.57,114.64,1167.64,2023-09-28 05:05:16,2023-10-04 17:05:48
889,307,112,3,291.44,25.22,849.10,2023-11-11 16:00:25,2023-11-14 01:40:41
890,307,75,2,223.00,19.56,426.44,2025-05-23 23:27:37,2025-05-25 04:51:43
891,307,49,3,68.26,1.83,202.95,2024-07-30 18:15:06,2024-08-01 02:46:08
892,307,59,3,53.04,43.43,115.69,2024-05-09 11:15:39,2024-05-12 06:03:51
893,307,70,5,87.19,91.70,344.25,2023-08-13 17:57:44,2023-08-14 01:41:29
894,308,88,5,170.15,201.57,649.18,2024-03-24 22:29:58,2024-03-27 16:12:37
895,308,85,3,303.80,167.75,743.65,2024-06-06 12:55:34,2024-06-07 21:12:00
896,308,108,3,224.13,71.89,600.50,2023-06-03 15:52:04,2023-06-03 22:42:32
897,309,14,5,264.67,21.97,1301.38,2025-04-12 13:19:51,2025-04-15 07:48:15
898,309,74,3,395.04,316.45,868.67,2024-06-08 19:05:53,2024-06-12 09:02:52
899,309,20,4,252.33,97.70,911.62,2023-02-10 18:49:12,2023-02-12 02:45:54
900,309,85,5,307.03,432.08,1103.07,2025-06-01 03:23:24,2025-06-04 22:24:49
901,310,57,4,347.57,203.19,1187.09,2023-01-12 00:22:22,2023-01-17 09:26:30
902,310,76,1,94.06,6.83,87.23,2023-05-20 11:30:06,2023-05-26 20:41:53
903,310,95,2,443.43,4.87,881.99,2025-08-19 06:53:03,2025-08-23 10:21:59
904,310,20,3,374.40,317.68,805.52,2024-03-30 06:45:59,2024-04-05 09:47:50
